id,idLicitacion,ordenCompra,estado,rutCliente,referencia,fecha,plazo,usuario
2960,4239-609-COT22,,Pendiente,69.160.201-K,ADQUISICION DE JUEGOS DIDCTICOS PARA ESTIMULOS,2022-11-09T00:00:00.000Z,10 DIAS HABILES,Anny
2961,2307-701-COT22,,Pendiente,69.210.100-6,2307-701-COT22,2022-11-09T00:00:00.000Z,5 a 7 dias,MONSESAEZ
2962,1758-138-COT22,,Pendiente,60.901.013-4,MATERIAL DIDACTICO JORNADA PUBLIC SPEAKING TOURNAMENT,2022-11-09T00:00:00.000Z,15 DIAS HABILES,Anny
2963,3660-183-cot22,,Pendiente,69.050.500-2, 3660-183-COT22,2022-11-09T00:00:00.000Z,5 a 7 dias,MONSESAEZ
2964,683775-18-COT22,,Pendiente,69.061.100-7,683775-18-COT22,2022-11-09T00:00:00.000Z,15 a 30 dias habiles,MONSESAEZ
2965,3341-643-COT22,,Pendiente,69.061.200-3,ADQ. DE MATERIAL EDUCATIVO PARA LOS ALUMNOS DE LA ESCUELA BASICA LO NARVAEZ DEL DAEM DE OLMUE,2022-11-10T00:00:00.000Z,10 DIAS HABILES,Anny
2966,4196-333-COT22,,Pendiente,69.230.200-1,ADQUISICION DE MATERIAL DIDACTICO PARA JARDIN INFANTIL REGALITOS DEL CIELO,2022-11-11T00:00:00.000Z,15 DIAS HABILES,Anny
2967,4196-334-COT22,,Pendiente,69.230.200-1,"MATERIALES TECNOLÃ“GICOS, FUNGIBLES Y DIDÃCTICOS PARA ALUMNOS JARDÃN INFANTIL REGALITOS DEL CIELO",2022-11-11T00:00:00.000Z,15 DIAS HABILES,Anny
2968,2336-959-COT22,,Pendiente,60.902.063-6,COMPRA DE 4 TACA-TACAS SEGÃšN PARA ESCUELA F-455 ALEJANDRO GIDI,2022-11-10T00:00:00.000Z,10 dÃ­as hÃ¡biles,Anny
2969,1080936-212-COT22,,Pendiente,60.506.012-9, 1080936-212-COT22,2022-11-10T00:00:00.000Z,5 A 7 DIAS ,MONSESAEZ
2970,2791-239-COT22,,Pendiente,69.255.400-0,AdquisiciÃ³n material didÃ¡ctico para clases de matemÃ¡ticas Escuela Adelaida La Fetra,2022-11-10T00:00:00.000Z,7 DIAS HABILES,Anny
2971,2791-239-COT22_,,Pendiente,69.255.400-0,AdquisiciÃ³n material didÃ¡ctico para clases de matemÃ¡ticas Escuela Adelaida La Fetra,2022-11-10T00:00:00.000Z,20 DIAS HABILES,Anny
2972,3446-326-COT22,,Pendiente,61.101.028-1,3446-326-COT22,2022-11-10T00:00:00.000Z,5 a 7 dias,MONSESAEZ
2973,1951-329-COT22,,Pendiente,61.602.246-6,MUDADOR PLEGABLE EMPOTRADO,2022-11-10T00:00:00.000Z,10 DIAS HABILES,Anny
2974,2394-358-COT22,,Pendiente,69.254.900-7,"ADQUISICION EQUIPAMIENTO ,MOBILIARIO, PROGRAMA JUNJI VTF 22, SALA CUNA PEQUEÃ‘O AYMARA",2022-11-10T00:00:00.000Z,7 DIAS HABILES,Anny
2977,1080936-213-COT22,,Pendiente,60.506.012-9,1080936-213-COT22,2022-11-10T00:00:00.000Z,5 a 7 dias ,MONSESAEZ
2978,5955-83-COT22,,Pendiente,69.201.100-7,,2022-11-10T00:00:00.000Z,,MONSESAEZ
2979,1754-658-COT22,,Pendiente,69.130.700-K,1754-658-COT22,2022-11-10T00:00:00.000Z,7 A 10 DIAS,MONSESAEZ
2980,2763-1645-COT22,,Pendiente,69.151.201-0,2763-1645-COT22 ,2022-11-10T00:00:00.000Z,7 a10 dias,MONSESAEZ
2981,3232-93-LE22,,Pendiente,69.073.500-8,IMPLEMENTOS â€œPROGRAMA ATENCIÃ“N TEMPRANA - SENADISâ€.	,2022-11-10T00:00:00.000Z,14 DIAS HABILES,Anny
2982,1717-69-COT22,,Pendiente,61.606.701-K,,2022-11-10T00:00:00.000Z,,MONSESAEZ
2983,2280-1620-COT22,,Pendiente,,,2022-11-10T00:00:00.000Z,,MONSESAEZ
2984,4103-155-COT22,,Pendiente,69.191.200-0,4103-155-COT22,2022-11-10T00:00:00.000Z, a 10 dias,MONSESAEZ
2985,3880-152-L122,,Pendiente,69.110.900-3,ADQ. MATERIAL DIDACTICO Y DE ESTIMULACION DIDECO	,2022-11-10T00:00:00.000Z,15 DIAS HABILES,Anny
2986,2341-675-COT22,,Pendiente,69.072.700-5, 2341-675-COT22,2022-11-10T00:00:00.000Z,7 a 10 dias,MONSESAEZ
2987,3147-89-COT22,,Pendiente,69.253.600-2,3147-89-COT22,2022-11-10T00:00:00.000Z,7 A 10 DIAS,MONSESAEZ
2988,2336-967-COT22,,Pendiente,60.902.063-6,2336-967-COT22,2022-11-10T00:00:00.000Z,10 A 15 DIAS HABILES,MONSESAEZ
2989,2496-812-COT22,,Pendiente,69.240.300-2,2496-812-COT22,2022-11-10T00:00:00.000Z,7 A 10 DIAS,MONSESAEZ
2990,2726-1184-COT22,,Pendiente,69.140.501-K,COMPRA DE MATERIAL DIDACTICO ESC. EL SAUCE SUBV. INTEGRACION,2022-11-10T00:00:00.000Z,15 DIAS HABILES,Anny
2991,3565-381-COT22,,Pendiente,69.252.100-5,  3565-381-COT22,2022-11-10T00:00:00.000Z,7 a 10 dias habiles,MONSESAEZ
2992,4197-279-COT22,,Pendiente,69.230.200-1,4197-279-COT22,2022-11-10T00:00:00.000Z,7 A 10 DIAS ,MONSESAEZ
2993,2726-1184-COT22_,,Pendiente,69.140.501-K,COMPRA DE MATERIAL DIDACTICO ESC. EL SAUCE SUBV. INTEGRACION,2022-11-10T00:00:00.000Z,15 DIAS HABILES,Anny
2994,2547-440-COT22,,Pendiente,61.955.000-5,,2022-11-10T00:00:00.000Z,,MONSESAEZ
2995,5360-9-cot22,,Pendiente,70.770.800-K, 5360-9-COT22,2022-11-10T00:00:00.000Z,7 a 10 dias,MONSESAEZ
2996,2280-1624-COT22,,Pendiente,69.200.100-1, 2280-1624-COT22,2022-11-10T00:00:00.000Z,15 dias habiles,MONSESAEZ
2998,2485-1447-COT22,,Pendiente,69.071.302-0,"ADQUISICIÃ“N ALFOMBRAS SENSORIALES PARA UNIDAD DE GESTIÃ“N PEDAGÃ“GICA Y CURRICULAR EDUCACIÃ“N PARVULARIA, FINANCIAMIENTO JUNJI",2022-11-10T00:00:00.000Z,5 DIAS HABILES,Anny
2999,359-924-COT22,,Pendiente,, 359-924-COT22,2022-11-09T00:00:00.000Z,5 A 7 DIAS ,MONSESAEZ
3000,3664-377-COT22,,Pendiente,69.081.300-9,  3664-377-COT22,2022-11-10T00:00:00.000Z,7 a 10 dias habiles,MONSESAEZ
3001,3664-381-COT22,,Pendiente,69.081.300-9,3664-381-COT22,2022-11-10T00:00:00.000Z,7 a10 dias,MONSESAEZ
3002,1513-207-COT22,,Pendiente,60.511.140-8,1513-207-COT22,2022-11-10T00:00:00.000Z,7 a 10 dias habiles,MONSESAEZ
3003,2446-793-COT22,,Pendiente,69.040.300-5,2446-793-COT22,2022-11-11T00:00:00.000Z,7 A 10 DIAS ,MONSESAEZ
3004,2763-1653-COT22,,Pendiente,69.151.201-0,B-43 COMPRA JUEGOS DIDACTICOS DE EMOCIONES,2022-11-11T00:00:00.000Z,10 DIAS HABILES,Anny
3007,2471-267-COT22,,Pendiente,69.140.900-7,MATERIAL DIDACTICO PARA JARDIN INFANTIL,2022-11-11T00:00:00.000Z,7 DIAS HABILES,Anny
3008,2457-435-COT22,,Pendiente,61.955.000-5,2547-435-COT22,2022-11-11T00:00:00.000Z,15 A 30 DIAS HABILES,MONSESAEZ
3009,2306-2128-COT22,,Pendiente,69.210.100-6, 2306-2128-COT22,0022-11-11T00:00:00.000Z,7 A 10 DIAS HABILES,MONSESAEZ
3010,4689-174-COT22,,Pendiente,69.110.900-3,Material DidÃ¡ctico Escuela QuiÃ±ipeumo,2022-11-11T00:00:00.000Z,10 DIAS HABILES,Anny
3011,4609-201-COT22,,Pendiente,,,2022-11-11T00:00:00.000Z,,MONSESAEZ
3012,2726-1134-COT22,,Pendiente,,,,,MONSESAEZ
3013,744835-610-COT22,,Pendiente,69.255.100-1, 744835-610-COT22 ,2022-11-11T00:00:00.000Z,7 A 10 DIAS,MONSESAEZ
3014,4195-753-COT22,,Pendiente,69.230.200-1,4195-753-COT22,2022-11-11T00:00:00.000Z,10 A 15 DIAS ,MONSESAEZ
3015,2726-1130-COT22,,Pendiente,69.140.501-K,2726-1130-COT22,2022-11-11T00:00:00.000Z,7 A15 DIAS HABILES,MONSESAEZ
3016,2766-458-COT22,,Pendiente,69.072.000-0,"Adquisicion de planchas de goma eva Tatami, Chcc",2022-11-11T00:00:00.000Z,7 DIAS HABILES,Anny
3017,2440-2092-COT22,,Pendiente,69.100.100-8,MATERIAL DIDÃCTICO ESCUELA EL MAITENAL DE CURICÃ“,2022-11-11T00:00:00.000Z,10 DIAS HABILES,Anny
3019,2294-2123-COT22,,Pendiente,,,2022-11-11T00:00:00.000Z,,MONSESAEZ
3020,2789-357-COT22,,Pendiente,69.110.400-1,2294-2112-COT22,2022-11-11T00:00:00.000Z,7 a 15 dias habiles,MONSESAEZ
3021,4596-298-COT22,,Pendiente,69.140.801-9,4596-298-COT22,2022-11-11T00:00:00.000Z,15 a 30 dias habiles,MONSESAEZ
3022,901-80-COT22,,Pendiente,61.008.000-6,JUEGOS DE SALON,2022-11-11T00:00:00.000Z,10 DIAS HABILES,Anny
3024,1656-444-COT22,,Pendiente,61.601.000-K,1656-444-COT22,2022-11-11T00:00:00.000Z,7 a 10 dias habiles,MONSESAEZ
3025,4114-186-COT22,,Pendiente,69.181.000-3,Compra Alfombras Infantiles,2022-11-11T00:00:00.000Z,15 DIAS HABILES,Anny
3026,2833-1077-COT22,,Pendiente,61.930.600-7,2833-1077-COT22,2022-11-11T00:00:00.000Z,7 A 15 DIAS,MONSESAEZ
3027,2294-2140-COT22,,Pendiente,69.110.400-1,INSUMOS DIDACTICOS ESCUELA HUILQUILEMU // SEP,2022-11-11T00:00:00.000Z,10 DIAS HABILES,Anny
3028,3512-278-COT22,,Pendiente,69.041.200-4,3512-278-COT22,2022-11-11T00:00:00.000Z, 5 A 7 DIAS HABILES,MONSESAEZ
3029,1057448-666-COT22,,Pendiente,61.606.100-3,1057448-666-COT22,0022-12-11T00:00:00.000Z,5 A 7 DIAS ,MONSESAEZ
3030,4145-145-COT22,,Pendiente,69.253.000-4,TACA TACA Y JUEGOS DE MESA PARA ESCUELA SOBERANIA ALTO RIO CISNE,2022-11-11T00:00:00.000Z,15 DIAS HABILES,Anny
3031,3897-162-COT22,,Pendiente,69.231.200-7,,2022-11-11T00:00:00.000Z,,MONSESAEZ
3032,1176812-8-LQ22,,Pendiente,62.000.810-9,"P02 JUNJI ATACAMA -â€œCONVENIO SUMINISTRO DE MATERIAL DIDÃCTICO PARA LOS JARDINES INFANTILES, DEL SLEP ATACAMAâ€	",2022-11-14T00:00:00.000Z,3,Anny
3033,4114-185-COT22,,Pendiente,69.181.000-3,4114-185-COT22,2022-11-11T00:00:00.000Z,7 A 15 DIAS HABILES,MONSESAEZ
3034,2769-418-COT22,,Pendiente,69.072.000-0,2769-418-COT22,2022-11-11T00:00:00.000Z,7 A 10 DIAS ,MONSESAEZ
3035,2629-483-COT22,,Pendiente,69.050.700-5,2629-483-COT22,2022-11-11T00:00:00.000Z,30 DIAS HABILES,MONSESAEZ
3036,2726-1195-COT22,,Pendiente,69.140.501-K,2726-1195-COT22,2022-11-11T00:00:00.000Z,7 A 10 DIAS HABILES,MONSESAEZ
3037,3810-738-COT22,,No Adjudicada,69.091.200-7,3810-738-COT22,2022-11-11T00:00:00.000Z,15 dias habiles,MONSESAEZ
4082,2280-102-COT23,,Pendiente,69.200.100-1,2280-102-COT23,2023-02-24T00:00:00.000Z,7 A 10 DIAS,Cinthia 
3044,1230750-19-COT22,,Pendiente,65.733.150-3,  1230750-19-COT22,2022-11-14T00:00:00.000Z,15 A 30  DIAS HABILES,MONSESAEZ
3039,3509-331-COT22,,Pendiente,69.041.200-4,"INSUMOS PARA HABILITAR SALA DE ACONDICIONAMIENTO FISICO, DPTO SALUD",2022-11-14T00:00:00.000Z,12 DIAS HABILES,Anny
3043,434-967-COT22,,Pendiente,69.120.400-6,,2022-11-14T00:00:00.000Z,,MONSESAEZ
3045,3024-720-COT22,,Pendiente,69.130.800-6,MATERIAL DIDACTICO PARA COLEGIO ROBINSON CABRERA BELTRAN,2022-11-16T00:00:00.000Z,10 dias hÃ¡biles,Anny
3046,2409-1361-COT22,,Pendiente,69.170.101-8,409-1361-COT22,2022-11-14T00:00:00.000Z,7 A 15 DIAS HABILES,MONSESAEZ
3047,2711-2001-COT22,,Pendiente,69.040.700-0,MATERIAL EDUCATIVO Y DIDACTICO,2022-11-14T00:00:00.000Z,10 DIAS HABILES,Anny
3048,3906-495-COT22,,Pendiente,69.060.400-0,COMPRA JUEGOS DE MESA,2022-11-14T00:00:00.000Z,10 DIAS HABILES,Anny
3049,2394-381-COT22,,Pendiente,69.254.900-7,"ADQUISICION EQUIPAMIENTO ,MOBILIARIO, PROGRAMA JUNJI VTF 22, SALA CUNA OCHAGAVIA",2022-11-14T00:00:00.000Z,7 DIAS HABILES,Anny
3050,4238-126-COT22,,Pendiente,69.160.202-8,  4238-126-COT22,2022-11-14T00:00:00.000Z,7 A 15 DIAS HABILES,MONSESAEZ
3051,2409-1171-L122,,Pendiente,69.170.101-8, 2409-1171-L122,2022-11-14T00:00:00.000Z,15 A 30 DIAS HABILES ,MONSESAEZ
3052,2394-379-COT22,,Pendiente,69.254.900-7,"ADQUISICION DE MOBILIARIO, JARDIN INFANTIL Y SC PEQUEÃ‘O AYMARA, PROGRAMA JUNJI VTF",2022-11-14T00:00:00.000Z,35 DIAS HABILES,Anny
3054,1084148-87-COT22,,Pendiente,62.000.660-2,1084148-87-COT22,2022-11-14T00:00:00.000Z,7 A 10 DIAS HABILES,MONSESAEZ
3055,2547-446-COT22,,Pendiente,61.955.000-5,ADQ. MATERIALES DIDACTICOS PARA ESCUELA METRENCO (FDOS. SEP),2022-11-14T00:00:00.000Z,10 DIAS HABILES,Anny
3056,2287-796-COT22,,Pendiente,69.253.700-9,PIZARRA ACRILICA,2022-11-14T00:00:00.000Z,7 DIAS HABILES,Anny
3058,4239-620-COT22,,Pendiente,69.160.201-K,"ADQUISICION DE KIT DIDACTICO LABORATORIO ESCUELA E 765; FONDOS SEP.-",2022-11-14T00:00:00.000Z,10 DIAS HABILES,Anny
3059,1288-336-COT22_,,Pendiente,61.608.200-0,IMPLEMENTOS TERAPEUTICOS - SALA DE REHABILITACION (2),2022-11-14T00:00:00.000Z,15 DIAS HABILES,Anny
3062,930-66-COT22,,Pendiente,61.107.000-4,930-66-COT22,2022-11-14T00:00:00.000Z,7 A 15 DIAS HABILES,MONSESAEZ
3063,2186-448-COT22,,Pendiente,61.974.600-7, 3950-331-COT22,2022-11-14T00:00:00.000Z,7 a 10 dias habiles,MONSESAEZ
3064,1288-338-COT22,,Pendiente,61.608.200-0,IMPLEMENTOS TERAPEUTICOS - SALA DE REHABILITACION (4),2022-11-14T00:00:00.000Z,10 DIAS HABILES,Anny
3169,3603-619-COT22,,Pendiente,69.170.500-5,3603-619-COT22,2022-11-18T00:00:00.000Z,7 a 10 dias,MONSESAEZ
3065,4293-41-COT22,,Pendiente,60.706.069-K,4293-41-COT22,2022-11-14T00:00:00.000Z, 5 A 7 DIAS HABILES,MONSESAEZ
3067,2328-575-L122,,Pendiente,,,2022-11-14T00:00:00.000Z,,MONSESAEZ
3068,5338-154-COT22,,Pendiente,71.133.700-8,5338-154-COT22,2022-11-14T00:00:00.000Z,7 A 10 DIAS HABILES,MONSESAEZ
3070,3680-453-COT22,,Pendiente,69.051.400-1,3680-453-COT22,2022-11-14T00:00:00.000Z,5  A 7 DIAS HABILES,MONSESAEZ
3071,2409-1212-L122,,No Adjudicada,69.170.101-8,ADQUISICION DE TEXTILES PARA JARDIN INFANTIL MI GRAN MUNDO,2022-11-15T00:00:00.000Z,25 DIAS HABILES,Anny
3072,2485-77-L122,,Pendiente,69.071.302-0,2485-77-L122,2022-11-15T00:00:00.000Z,10 dÃ­as hÃ¡biles,MONSESAEZ
3073,3952-374-COT22,,Pendiente,69.091.500-6,3952-374-COT22,2022-11-15T00:00:00.000Z,15 a 30 dias habiles,MONSESAEZ
3074,4168-533-COT22,,Pendiente,69.130.500-7,4168-533-COT22,2022-11-15T00:00:00.000Z,7 A 10 DIAS,MONSESAEZ
3075,5586-2617-COT22,,Pendiente,87.912.900-1,"B/S 20 tatamis multiuso de goma eva,",2022-11-15T00:00:00.000Z,10 DIAS HABILES,Anny
3077,3615-289-COT22,,Pendiente,69.041.100-8,3615-289-COT22,2022-11-15T00:00:00.000Z,7 A 10 DIAS,MONSESAEZ
3085,3510-1672-COT22,,Pendiente,69.220.601-0,3510-1672-COT22,2022-11-15T00:00:00.000Z,7 A 10 DIAS HABILES,MONSESAEZ
3079,1384-1628-COT22,,Pendiente,69.254.800-0,"SM 2562, JUEGOS DE MESA",2022-11-15T00:00:00.000Z,10 DIAS HABILES,Anny
3080,3201-615-COT22,,Pendiente,,,2022-11-15T00:00:00.000Z,,MONSESAEZ
3081,3615-301-COT22,,Pendiente,69.041.100-8,3615-301-COT22,2022-11-15T00:00:00.000Z,7 A 10 DIAS,MONSESAEZ
3083,1057634-22-COT22,,Pendiente,61.606.402-9,Colchoneta de Estimulacion,2022-11-15T00:00:00.000Z,15 DIAS HABILES,Anny
3084,867990-518-COT22,,Pendiente,60.911.000-7,MuÃ±ecas Bobath,2022-11-15T00:00:00.000Z,15 DIAS HABILES,Anny
3086,523-7-COT22,,Pendiente,69.070.100-6,2523-7-COT22,2022-11-15T00:00:00.000Z,7 A 10 DIAS HABILES,MONSESAEZ
3087,3788-53-COT22,,Pendiente,69.200.900-2,ADQUISICIÃ“N LIBROS DE CUENTOS PARA ESTUDIANTES 1ER AÃ‘O,2022-11-15T00:00:00.000Z,10 DIAS HABILES,Anny
3089,3906-500-COT22,,Pendiente,69.060.400-0,"COMPRA DE JUEGOS, NACIONES UNIDAS",2022-11-15T00:00:00.000Z,7 DIAS HABILES,Anny
3092,1208102-96-COT22,,Pendiente,62.000.890-7, 1208102-96-COT22,2022-11-15T00:00:00.000Z,5 a 7 dias habiles,MONSESAEZ
3091,3305-788-COT22,,Pendiente,69.141.801-4,3305-788-COT22,2022-11-15T00:00:00.000Z,5 a 10 dÃ­as hÃ¡biles,MONSESAEZ
3093,2738-493-COT22,,Pendiente,69.050.600-9,MATERIAL DIDACTICO PROGRAMA HABILIDADES PARA LA VIDA II DE LA DAEM DE SAN FELIPE,2022-11-15T00:00:00.000Z,10 DIAS HABILES,Anny
3094,2698-195-COT22,,Pendiente,,,2022-11-15T00:00:00.000Z,,MONSESAEZ
3095,1172445-547-COT22,,Pendiente,,,2022-11-15T00:00:00.000Z,,MONSESAEZ
3096,172445-547-COT22,,Pendiente,62.000.810-9, 1172445-547-COT22,2022-11-15T00:00:00.000Z,15 A 20 DIAS HABILES,MONSESAEZ
3098,853-42-LE22,,No Adjudicada,70.072.600-2,MAT. FUNG. Y NO FUNG. P01-P02 JUNJI REG LOS LAGOS.	,2022-11-15T00:00:00.000Z,10 DIAS HABILES,Anny
3099,2548-605-COT22,,Pendiente,61.955.000-5, 2548-605-COT22,2022-11-15T00:00:00.000Z,7 A 10 DIAS HABILES,MONSESAEZ
3100,3791-861-COT22,,Pendiente,69.240.200-6,3791-861-COT22,2022-11-15T00:00:00.000Z,7 a 10 dias habiles,MONSESAEZ
3103,4939-20-CO22,,Pendiente,69.231.100-0,IMPLEMENTACION DEPORTIVA Y MATERIAL PEDAGOGICO SEP	,2022-11-25T00:00:00.000Z,10 DIAS HABILES,Anny
3104,1288-335-COT22_,,Pendiente,61.608.200-0,IMPLEMENTOS TERAPEUTICOS - SALA DE REHABILITACION (1),2022-11-16T00:00:00.000Z,15 DIAS HABILES,Anny
3105,683775-24-COT22,,Pendiente,69.061.100-7,,2022-11-16T00:00:00.000Z,,MONSESAEZ
3106,1288-335-COT22_1,,Pendiente,61.608.200-0,IMPLEMENTOS TERAPEUTICOS - SALA DE REHABILITACION (1),2022-11-16T00:00:00.000Z,10 DIAS HABILES,Anny
3107,1288-335-COT22_2,,Pendiente,61.608.200-0,IMPLEMENTOS TERAPEUTICOS - SALA DE REHABILITACION (1),2022-11-16T00:00:00.000Z,10 DIAS HABILES,Anny
3108,2452-219-L122,,No Adjudicada,69.070.100-6,MATERIALES DIDACTICOS	,2022-11-16T00:00:00.000Z,10 DIAS HABILES,Anny
3109,1288-340-COT22,,Pendiente,61.608.200-0,IMPLEMENTOS TERAPEUTICOS - SALA DE REHABILITACION (6),2022-11-17T00:00:00.000Z,15 DIAS HABILES,Anny
3111,4457-170-cot22,,Pendiente,69.150.601-0,4457-170-COT22,2022-11-16T00:00:00.000Z,7 a 10 dias habiles,MONSESAEZ
3114,10002588-412-COT22,,Pendiente,61.999.320-9,1002588-412-COT22,2022-11-16T00:00:00.000Z,5 A 7 DIAS HABILES,MONSESAEZ
3115,3091-47-L122,,Pendiente,69.061.400-6,"COMPRA DE SABANAS Y VISILLOS PARA JARDINES INFANTILES VTF, GASTO JUNJI.-",2022-11-16T00:00:00.000Z,6 DIAS HABILES,Anny
3116,2789-359-COT22,,Pendiente,69.072.600-9,  2789-359-COT22,2022-11-16T00:00:00.000Z,5 a 7 dÃ­as hÃ¡biles,MONSESAEZ
3117,4351-1169-COT22,,Pendiente,69.170.700-8,4351-1169-COT22,2022-11-16T00:00:00.000Z,7 a 10 dÃ­as hÃ¡biles,MONSESAEZ
3118,3955-192-COT22,,Pendiente,69.151.400-5,3955-192-COT22,2022-11-16T00:00:00.000Z,7 A 10 DIAS HABILES,MONSESAEZ
3119,1469-2682-COT22,,Pendiente,70.885.500-6,1469-2682-COT22,2022-11-16T00:00:00.000Z,7 A 10 DIAS ,MONSESAEZ
3120,3776-245-COT22,,Pendiente,69.060.500-7,3776-245-COT22,2022-11-16T00:00:00.000Z,5 A 7 DIAS HABILES,MONSESAEZ
3122,557639-3862-COT22,,Pendiente,71.014.200-9, 557639-3862-COT22,2022-11-16T00:00:00.000Z,5 a 7 dÃ­as hÃ¡biles,MONSESAEZ
3123,2409-1194-L122,,Pendiente,69.170.101-8,ADQUISICIÃ“N DE JUEGOS DE MESA PARA ESCUELA F-931 AGUADA DE CUEL	,2022-11-16T00:00:00.000Z,12 DIAS HABILES,Anny
3124,3928-47-L122,,Pendiente,69.091.201-5,3928-47-L122,2022-11-16T00:00:00.000Z,30 DIAS ,MONSESAEZ
3125,3152-336-COT22,,Pendiente,69.080.200-7,3152-336-COT22,2022-11-16T00:00:00.000Z,5 dias,Cinthia 
3126,4014-320-COT22,,Pendiente,69.060.800-6,4014-320-COT22,2022-11-16T00:00:00.000Z,5 DIAS,Cinthia 
3127,2833-1094-COT22,,Pendiente,61.930.600-7,2833-1094-COT22,2022-11-16T00:00:00.000Z,10 DIAS A 15 DIAS,Cinthia 
3128,5865-364-COT22,,Pendiente,70.770.800-K,5865-364-COT22,2022-11-16T00:00:00.000Z,5  A 7 DIAS,Cinthia 
3131,3653-697-COT22,,Pendiente,69.200.600-3, 3653-697-COT22,2022-11-16T00:00:00.000Z,5 a 7 dias,MONSESAEZ
3132,602-132-L122,,Pendiente,69.210.301-7,602-132-L122,2022-11-17T00:00:00.000Z,20 DIAS HABILES,MONSESAEZ
3133,602-131-L122,,No Adjudicada,69.210.301-7,Juegos de mesa y Planificadores para Esc. RÃ­o Negro.	,2022-11-17T00:00:00.000Z,12 DIAS HABILES,Anny
3134,3613-639-COT22,,Pendiente,69.040.500-8,3613-639-COT22,2022-11-17T00:00:00.000Z,5 a7 dÃ­as hÃ¡biles,MONSESAEZ
3135,5350-296-COT22,,Pendiente,69.030.500-3,5350-296-COT22,2022-11-17T00:00:00.000Z,5 a 7 dÃ­as hÃ¡biles,MONSESAEZ
3136,1462-97-COT22,,Pendiente,61.606.906-3,1462-97-COT22,2022-11-17T00:00:00.000Z,7 a 10 dias habiles,MONSESAEZ
3137,2703-416-COT22,,Pendiente,69.071.800-6,SC 10068 CHCC MATERIALES ESTIMULACION,2022-11-17T00:00:00.000Z,10 DIAS HABILES,Anny
3138,3309-616-COT22,,Pendiente,69.141.802-2,,2022-11-17T00:00:00.000Z,,Cinthia 
3139,1469-2704-COT22,,Pendiente,70.885.500-6,,2022-11-17T00:00:00.000Z,,MONSESAEZ
3140,3653-712-COT22,,Pendiente,69.200.600-3,MATERIAL DIDACTICO/ JARDIN CASCANUECES,2022-11-17T00:00:00.000Z,15 DIAS HABILES,Anny
3141,1469-2704-COT222,,Pendiente,70.885.500-6,,2022-11-17T00:00:00.000Z,,Cinthia 
3152,515568-2199-COT22,,Pendiente,71.309.800-0,  515568-2199-COT22,2022-11-17T00:00:00.000Z,5 A 7 DIAS HABILES,Cinthia 
3143,2663-699-COT22,,Pendiente,,,2022-11-17T00:00:00.000Z,,MONSESAEZ
3144,1469-2706-COT22,,Pendiente,70.885.500-6,1469-2706-COT22,2022-11-07T00:00:00.000Z,7 a 10 dias habiles,MONSESAEZ
3145,4525-711-COT22,,Pendiente,69.264.400-K,4525-711-COT22,2022-11-17T00:00:00.000Z,7 a 10 dias habiles,MONSESAEZ
3147,1057476-824-COT22,,Pendiente,61.608.003-2,1057476-824-COT22,2022-11-17T00:00:00.000Z,7 A 10 DIAS HABILES,MONSESAEZ
3149,1057541-715-COT22,,Pendiente,61.607.200-5,1057541-715-COT22,2022-11-17T00:00:00.000Z,5 A 7 DIAS HABILES,MONSESAEZ
3150,1191730-73-COT22,,Pendiente,62.000.810-9,1191730-73-COT22 ,2022-11-17T00:00:00.000Z,5 DIAS,Cinthia 
3151,665-55-COT22,,Pendiente,61.602.311-K,,2022-11-17T00:00:00.000Z,,MONSESAEZ
3153,2721-420-COT22,,Pendiente,69.072.500-2,JUEGOS DIDACTICOS PARA PROGRAMA 4 a 7,2022-11-17T00:00:00.000Z,7 DIAS HABILES,Anny
3154,515568-2199-COT22,,Pendiente,71.309.800-0,  515568-2199-COT22,2022-11-17T00:00:00.000Z,5 A 7 DIAS HABILES,MONSESAEZ
3163,2294-2169-COT22,,Pendiente,69.110.400-1,2294-2169-COT22,2022-11-17T00:00:00.000Z,5 dias,Cinthia 
3158,2446-831-COT22,,Pendiente,69.040.300-5,ADQUISICIÃ“N DE MATERIAL DIDÃCTICO PROGRAMA PPF SAN JUAN,2022-11-17T00:00:00.000Z,7 DIAS HABILES,Anny
3159,691808-256-COT22,,Pendiente,60.910.047-8,691808-256-COT22,2022-11-17T00:00:00.000Z,5 dias,Cinthia 
3160,3979-70-COT22,,Pendiente,69.080.900-1,3979-70-COT22,2022-11-17T00:00:00.000Z,5 DIAS ,Cinthia 
3161,2288-180-COT22,,Pendiente,69.041.300-0,ADQ. DE COLCHONETAS Y COJIN JARDIN INFANTIL LAS ARDILLITAS,2022-11-18T00:00:00.000Z,12 DIAS HABILES,Anny
3162,2306-2241-COT22,,Pendiente,69.210.100-6,"ADQUISICION DE JUEGOS DE MESA Y ENTRETENCION PARA ESCUELA RURAL FORRAHUE, FONDOS SEP",2022-11-18T00:00:00.000Z,10 DIAS HABILES,Anny
3166,1208089-109-COT22,,Pendiente,62.000.890-7,1208089-109-COT22,2022-11-17T00:00:00.000Z,5 DIAS COTIZACIONES,Cinthia 
3167,2328-1069-COT22,,Pendiente,69.220.100-0,2328-1069-COT22 ,2022-11-17T00:00:00.000Z,5 a 7 dias,Cinthia 
3168,2381-794-COT22,,Pendiente,69.030.200-4,2381-794-COT22,2022-11-18T00:00:00.000Z,7 A 10 DIAS HABILES,MONSESAEZ
