decision_cliente,accion_requerida,bitacora_id,fecha,created_at,usuario,usuario_reporta,texto,odt_aprobada_si_corresponde,comentario_cliente
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,89,2017-05-08 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,5 fundas protectores -1 colchoneta de 180*60*3 - 1 alfombra ludica 48 manos -68 pies,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,90,2017-05-08 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,ASEO Y LAVADO DE JUEGOSrnFUNDADO TUNEL DE ARRASTRE X3rnSrnArnNrnTrnIrnArnGrnOrn,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,94,2017-05-08 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,SILLONES CALArnCARGA CAMIONETA DON CARLOSrnCORTE DE LUDICAS X 4rnCORTE LAMINA PARA TUNELES,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,91,2017-05-09 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,2 alfombras ludicas -1/2 sillon cala.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,92,2017-05-09 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,4 pedestales girsol -2 cenefas de teatro -1 cilindro de 60*30 - 1 circhito tropico -1 vetibulador rollo -2 bolsas de tnt sillones - 2 colchonetas de 120*60*4 -3 cojines con texturas,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,93,2017-05-09 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,1 alfombra ludica -1 sillon cala - 1 colchoneta plegable 2*1.50 -1 bolsa del sillon cala -cerre a mano 1 sillon cala,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,95,2017-05-09 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,ARMADO TEATRO TITERESrnBARNIZADO TEATRO TITERESrnCARGA CAMIONETA SEBASTIANrnVER ASUNTO PORTON CON EDWINrnCORTES LATERALES PISCINA PLEGABLE CON ACCESOrnBARNIZADO PLATOS EQUILIBRIOS,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,96,2017-05-10 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,ASEO Y LAVADO DE JUEGOSrnEMBALADO PLATOS DE EQUILIBRIOrn                     PIZARRArn                     ALFOMBRA LUDICA X 4rn                     SILLONES CALA X 2rn                     TEATROS X 2rn                     PELOTAS DE PLASTICO Y ACCESORIOSrnTRASLADO DE CAJASrnCARGA DE MODULOSrnFUNDADO SOPORTE RUEDA GIRASOL,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,97,2017-05-10 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,RUEDA GIRASOLrnVESTIR TEATRO TITERE X 2rnPISCINA CUADRADArnCARGA DE CAMIONETA CLIENTE Y SEBASTIANrnPEGADO DE RETAZOSrnAVANCE CILINDRO ENTRENAMIENTO Y SOPORTESrn,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,98,2017-05-10 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,1/2 sillon cala - 2 soportes de girasol -1 rueda girasol .- cerro sillon cala a mano.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,99,2017-05-11 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,6 bolsas tnt circuito tropico - 1 vestibulador flexor -   1 puf pera - 1 set de pzas del arenero - 7 protectores de pilar - 3 rampas - 1 cilindro de entrenamiento completo.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,100,2017-05-11 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,1 bolsa tnt sillon cala - 2 ruedas girasol - 4 soportes,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,101,2017-05-11 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,LIMPIEZA DE JUEGOSrnFUNDADO SOPORTES R GIRASOL X 5rn                    RAMPAS R GIRASOL X 3rn                    RUEDArnAYUDA CORTE DE ESPUMArnORDEN DE BODEGArnMOVIMIENTO Y TAPADO DE MODULOS POR LLUVIArnFUNDADO PISCINA REDONDArnFUNDADOrnCIRCUITO TROPICO,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,102,2017-05-11 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,CORTE Y ARMADO CILINDRO DE ENTRENAMIENTOrnCORTE SET DE GATEOrnCORTE CUNCUNA (ASIENTO)rn13 CORTES 120X60X10rnPEGADO DE RETAZOSrnMOVIMIENTO Y TAPADO DE MODULOSrnCORTE 2 SET DE 6 CUBOS 20X20X20rn,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,103,2017-05-11 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,cocio 6 bolsas tnt de cicuito -2 bolsas tnt plato de equilibrio -corto 5 colchonetas del vitamina,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,104,2017-05-11 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,2 vestibuladores mudador -1 vestibulador rollo - cerro 12 tuneles,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,105,2017-05-11 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,3rampas de girasol -1 circuito tropico -1 cilindro de 60*30  -3 rectangulos set arenero - 2 colchonetas mudador cerre a mano 1 soporte de rueda girasol,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,106,2017-05-12 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,"ASEO,LAVADO DE JUEGOSrnEMBALADO PISCINA REDONDA,PELOTAS PLASTICASrnDESCARGA DE MODULOS,CAJAS,MATERIALrnEMBALADO TUNEL DE ARRASTRE X 2rnEMBOLSADO CIRCUITO TROPICO X 2rnEMBALADO RUEDA GIRASOLrnEMBALADO SOPORTES Y RAMPArnEMBALADO CIRCUITO TROPICO X 2rnORDEN","",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,107,2017-05-12 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,"10 MUDADORES 80X73,5X6,5rn7 PROTECTORES TUBULARES 120X57X6rn2 CORTES DE 137X22X11  - 1 CORTE DE 178X22X11rnCORTE DE PISCINA CUADRADArnEMBALAJE CAJAS C/CAMIONESrnCARGA DE MODULOS CAMIONETA DON CARLOSrnTRASLADO DE CAJAS A OFICINA","",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,108,2017-05-12 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,6 PROTECTORES DEL VITAMINA -1 VESTIBULADOR FLEXOR -CERRÒ A MANO2 S OPORTES DEL GIRASOL.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,109,2017-05-12 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,CORTÒ 7 COLCHONETAS DEL VITAMINA 4 LATERALES DE LA PISCINA CON ACCESO - COCIÒ 4 BOLSAS DE TNT PLATOS DE EQUILIBRIO -CERRÒ A MANO 1 SOPORTE DE GIRASOL,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,110,2017-05-12 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,10 COLCHONETAS DEL VITAMINA -1 PROTECTOR DEL VITAMINA - 1 COLCHONETA DE 120*60*4 - CERRÈ A MANO 2 SOPORTES DE GIRASOL,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,111,2017-05-15 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,2 laterales largos - 2 laterales cortos sin vellcros -1 escala de la piscina con acceso - cerro a mano rueda girasol el costado del cierre,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,112,2017-05-15 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,corto colchoneta de 126*126 piscina con acceso - 2 piscinas de 1*1 - 6 set de bowleen,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,113,2017-05-15 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,1 colchoneta de 120*60*4 -1 cala completo - 1 vestibulador flexor - 1 puf cala con funda de tnt - 1 cilindro de entrenamiento,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,114,2017-05-15 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,ASEO Y LAVADO DE JUEGOSrnFUNDADO TUNEL ARRASTRE X 4 PIEZASrnSrnArnNrnTrnIrnArnGrnOrn,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,116,2017-05-15 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,FUNDADO CALArn                    CIRCUITO TROPICO X 4rn                    PROTECTORES Y ALUZADO X 7rn                    GATEOrn                    TUNEL DE ARRASTRErn                    MUDADORrnPEGADO DE RETAZOSrnCORTE DE CILINDRO 120 X 30rn,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,115,2017-05-16 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,ASEO Y LAVADO DE JUEGOSrnCORTE DE CUERDAS X 30 UNIDADESrnCARGA DE MODULOSrnFUNDADO TUNELN DE ARRASTRE  X 6 PIEZASrnEMBALADO RUEDA GIRASOL X 2rn                     RAMPAS X 2 rn                     SOPORTES X 4rn                     ESPEJOS X 2rn                     CIRCUITO TROPICO X 3rn                     TUNEL DE ARRASTRErnCARGA DE MODULOSrnEMBALADO PLATOS DE EQUILIBRIOrnrn,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,117,2017-05-16 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,FUNDADO CILINDRO DE ENTRENAMIENTOrn                    1 CORTE DE 178X22X11rn                     2 CORTES DE 137X22X11rn                     GATEOrn                     VESTIBULADOR ROLLOrn                     CILINDRO 60X30rn                     CILINDRO CALArn                     ESCALA PISCINA PLEGABLErnPEGADO DE GOMA PLATOS E EQUILIBRIOrnACOMODO PUNTAS TUNEL DE ARRASTRE,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,118,2017-05-16 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,cerrò  17 tuneles a maquina puso lows velcros a la escaleramde la piscina -2 set de bowleen y relleno  -cerro a mano 1 set de bowleen,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,119,2017-05-16 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,cortò 36 circulos de carton -1 piscina 1*1 *40 -1 bolsa tnt gateo - 7 bolsas tnt bowleen - 1 asiento cuncuna - 2 set cubos de textura,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,120,2017-05-16 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,4 set de bowleen - 6 bolsas tnt bowleen - cerre a mano 2 set de bowleen,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,121,2017-05-17 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,ASEO LAVADO DE JUEGOSrnEMBALADO TUNEL ARRASTRE X 3rn                     CAJAS DE JUGUETES X 5rnORDEN DE BODEGArnTRASLADO DE CAJAS X 5rnALUZADO CAJAS X 10rnDESCARGA ESPUMArnSERIGRAFIArnJARDIN VITAMINArnORDEN ESPUMA MODULOS JUEGOS EN BODEGArn,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,122,2017-05-17 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,cerro 1 set de bowleen a mano - termino  2 laterales de  escala de piscina con acceso  puso -5 velcro fuelles de piscinas vitaminas - salio a dejar los protectores,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,123,2017-05-17 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,corto 3 colchonetas de 120*60*4 -2 alfombras completas del vitamina y 10 bases ayudo a lenin con la espuma,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,124,2017-05-17 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,cerre 2 set de bowleen a mano -1 colchoneta de 126*126 -puse velcros a 5 piscinas vitamina,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,125,2017-05-18 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,4 pzas de colchoneta -(2 colchonetas completas) -pego velcros - 3 cubos de textura.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,126,2017-05-18 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,8 colchonetas del vitamina -ayudo a pegar espuma -enfundo una colchoneta -cocio 15 mangas,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,127,2017-05-18 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,6 pzas de colchonetas (3 colchonetas enteras) -1 cubo de textura,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,128,2017-05-19 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,relleno puf en la mañana -cocio 3 cubos de textura - ayudo a enfundar y pegar colchonetas -2 bolsas de tnt cubos de textura -cerro 1 pieza de arenero a mano,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,129,2017-05-19 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,cortò 8 colchonetas de 120*60*4 -4 mudadores con alas - ayudo a enfundar y pegar colchonetas -corto 3 bolsas de tnt  cociò 1 pza de arenero a mano,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,130,2017-05-19 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,5 cubos de textura -4 mudadores con alas - 1 asiento cuncuna  cerrè 1 pza del arenero a mano -enfunde y pegue colchonetas,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,131,2017-05-22 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,aseo y lavado de juegosrncarga de modulosrnfundado cuncunarn              tapiz plastimarrn              mudador x 2rnembolzado puffrnaluzado cuncunarn              tapiz plastimarrn              cubos x 12rn              mudadores x 4rncarga de puff piscina redondarnfundado piscina con accesorndespacho piscina mudadores rnfundado colchoneta,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,132,2017-05-22 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,2 mudadores de 80*80*6 -2 laterales escala de piscina -9 juegos de sabanas -enfundo y cerro a mano 6 cubos de textura,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,133,2017-05-22 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,2 colchonetas de 120*60*10 -20 juegos de sabanas  -1 cilindro de 120*30 -2 colchonetas de 120*60*4 -1 set de funciones motrices,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,134,2017-05-22 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,11 juegos de sabanas -3 colchonetas de 120*60*10 -7 mangas -enfunde y cerre a mano 6 cubos de textura,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,135,2017-05-23 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,ASEO Y LAVADO DE JUEGOSrnALUZADO SILLAS X 3rnCARGA DE PEDIDOSrnDESPACHO PEDIDOS VALPARAISOrnEMBALADO PISCINA CON ACCESOrnRELLENO PUFF PERA GRANDErnSERIGRAFIArnFUNDADO VESTIBULADOR MUDADORrnEMBALADFO PUFF GRANDErn,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,136,2017-05-23 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,CARGA CAMIONETA rnSERIGRAFIArnARREGLO MAQUINA SERIGRAFIArnUNA PISCINA RECTANGULARrnSET DE CUBOS TEXTURASrnORDEN DE ESPUMA Y MESONrnPEGADO RETAZOSrnCORTE CILINDRO 120X30,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,137,2017-05-23 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,5 colchonetas de 120*60*10 - 1 piscina cuadrada -1/2 set de fiunciones motrices,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,138,2017-05-23 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,cortò 1 piscina rectangular -3 paracaidas -1 set de cubos de textura  monitos del set de textura,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,139,2017-05-23 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,5 colchonetas de 120*60*10 -1 PISCINA RECTANGULAR -1 COLCHONETA DE 120*60*4,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,140,2017-05-24 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,ASEO Y LAVADO DE JUEGOSrnARMADO VESTIBULADOR ROLLOrnEMBALADO COLCHONETAS X 2rn                     VESTIBULADOR ROLLOrn                     CILINDROrn                     CIRCUITO TROPICOrnCARGA DE MODULOSrnEMBALADO VESTIBULADOR MUDADORrnSERIGRAFIArnFUNDADO PISCINA CUADRADArnEMBALADO PISCINA CUADRADArn                     PELOTAS PLASTICASrnFUNDADO COLCHONETAS X 3rnCARGA DE MODULOSrnORDEN Y ASEO BODEGArn,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,141,2017-05-24 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,EMBOLSADO PUFF PERArnÂ´Â´rn``rn``rn``rn``rn``rn``rn``rnCARGA  DE CAMIONETArnASEO BODEGA,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,142,2017-05-24 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,1/2 set de funciones motrices -1 bolsa de tnt -1 cilindro de 120*30 -13 mangas -8 pzas de cala -35 cojines,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,143,2017-05-24 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,1 luche - 2 bolsas de tnt -1 cilindro 120*30 -45 set de cojines -3 alfombras ludicas -17 pies,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,144,2017-05-24 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,2 colchonetas de !20 * 60*4 -1 piscina cuadrada -7 mangas - 1 paracaidas -cerre a mano 1 vestibulador mudador,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,145,2017-05-25 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,ASEO Y LAVADO DE JUEGOSrnSERIGRAFIA TUNEL ARRASTRE X 34rnACOMODO MAQUINA FUNDADORA COLCHONETASrnFUNDADO TUNEL ARRASTRE X 14,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,146,2017-05-25 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,144 cojines de tela - overlo 179 -134 fundas de tnt,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,147,2017-05-25 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,1 colchoneta de 97 *97*15 -231 fundas de tnt de cojines -85 arcos de tunel de arrastre,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,148,2017-05-25 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,1 colchoneta de 97*97*15 -36 pzas de tunel de arrastre,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,149,2017-05-26 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,"ASEO Y LAVADO DE JUEGOSrnSERIGRAFIA TUNEL ARRASTRE X 34 PIEZASrnFUNDADO TUNEL ARRASTRE X 14rnCORTE ESPUMA,ARMADO,FUNDADO Y ALUZADO CILINDROrnARREGLO MUEBLE COCINArnTRASLADO DE CAJASrnASEO Y ORDEN BODEGA","",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,150,2017-05-26 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,50 fundas de cojines de tnt -1 set de cubos de textura (10) -1 cilindro de 80*40 - -6 mudadores del vitamina -relleno 6 cojines arreglo de sabana,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,151,2017-05-26 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,1 cilindro de 80*40 -15 mudadores vitamina -2 colchonetas grandes del vitamina -arreglo ropa muñecos,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,152,2017-05-26 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,39 pzas de tunel de arrastre -cerre 1 a mano,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,153,2017-05-29 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,ASEO Y LAVADO DE JUEGOSrnSERIGRAFIA PISCINA REDONDArnCORTE ESPUMA BASE PISCINA RECTANGULARrnFUNDADO CUBOS X 10rnFUNDADO BASE PUISCINA RECTANGULARrnEMBALADO PISCINA RECTANGULARrnFUNDADO COLCHONETA CUADRADArnFUNDADO TUNEL ARRASTRE X 13 PSASrnFUNDADON COJINES PEQUEÑOS X 14,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,154,2017-05-29 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,CORTE ESPÙMArnDOS LAMINAS DE 25 (20 TUNELES)rnFUNDADO TUNEL ARRASTRE X 17rnDAR VUELTA FUNDAS X 80,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,155,2017-05-29 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,9 MUDADORES VITAMINA -1 BOLSA DE TNT -CERRÒ 60 COJINES DE TNT -CERRÒ A MANO 6 TUNELES.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,156,2017-05-29 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,1 COLCHONETA DE 136*100 -90 COJINES DE TELA -89 TUNELES - CERRO A MANO 4 TUNELES,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,157,2017-05-29 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,1 COLCHONETA 136*100 -31 PZAS DE TUNELES -CERRE A MANO 7 TUNELES,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,158,2017-05-30 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,LAVADO JUEGOSrnFUNDADO COJINES X 30rnARMADO CILINDROrnFUNDADO Y EMBALADO CILINDRO 120X30rnFUNDADO COLCHONETA PLEGABLErnALUZADO ESPUMASrnREPARTOrnCORTE ESPUMA MODULOrnORDEN,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,159,2017-05-30 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,180 bolsitas tnt rellenas con bolitas y cascabeles -129 cojines de tnt -47 cojines de tela y overlados,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,160,2017-05-30 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,129 cojines de tnt -2 colchonetas de 110*55 vitaminas -90 cojines de tela de 23*23 --4 alfombras ludicas .,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,161,2017-05-30 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,31 tuneles - cerre a mano 9 tuneles,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,162,2017-05-31 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,CORTE ESPUMAS COLCHONETAS X 20rnCARGA DE MODULOSrnCORTTE ESPUMA PISCINA VITAMINArnSERIGRAFIA TUNELESDrnCORTE ESPUMA MUDADORESrnrn,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,163,2017-05-31 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,CORTE ESPUYMA COLCHONETASrnCORTE ESPUMA PISCINA VIOTAMINArnCORRTE ESPUMA MUDADORESrnPEGADO  DE RETAZOS,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,165,2017-05-31 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,1 colchoneta de 110*55 -6 mudadores del vitamina-180 cojines de tela.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,166,2017-05-31 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,4 alfombras cuncuna -20 fundas de colchon -2 mudadores de vitamina -cocio 1 colchoneta redonda de vitamina y 4 fundas de colchon,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,167,2017-05-31 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,19 tuneles -2 mudadores del vitamina -1 colchoneta redonda de vitamina,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,164,2017-06-01 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,DESCARGA DE MATERIALESrnCARGA DE MODULOSrnPEGADO Y EMBALADON PISCINA VITAMINArnCORTES SOPORTES CALArn                SOPORTES 70X30X15 (X2)rn                CILINDRO 40X30rn                CUADRADO 40X40X40rnCORTE PISCINA VITAMINA X 2rnARMADO PISCINArnEMBALADO PISCINA VITAMINArnDESCARGA DE CAJASrnPEGADO DE RETAZOS,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,168,2017-06-01 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,1 colchoneta 110*55 vitamina -cortò cabeza y detalles de la alfombra cuncuna  y cerrò 129 cojines -3 fundas de colchon,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,169,2017-06-01 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,1 set de arco de soporte -2 bowleen gigantes 1 interactivo -2 pelotas de 30 -2 pelotas de 60,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,170,2017-06-01 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,13 fundas de coplchon -corte numeros de alfombra cuncuna - cerre 150 cojines .,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,171,2017-06-02 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,PEGADO ARMADO PISCINA VITAMINArnALUZADO EMBALADO PISCINA VITAMINA X 2rnCARGA DE CAJASrnSERIGRAFIArnCORTE SOPORTES CALArnCORTE TUNEL ARRASTRErnCARGA DE MODULOSrnASEO,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,172,2017-06-02 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,"ARMO 4 CABEZAS DE CUNCUNA - 1 ALFOMBRA CUNCUNA Y RECORTO PATITAS Y CIRCULOS LAS 4 CABEZAS , LAS ANTENAS","",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,173,2017-06-02 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,"CORTÒ 16 ESCALAS ,16 RAMPAS DE LA PISCINA CON ACCESO -COCIÒ 1 ALFOMBRA  LUDICA Y ARMO 1 PAÑO DE ALFOMBRA LUDICA","",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,174,2017-06-02 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,CERRE Y ENFUNDE 175 COJINES -12 BOWLEEN,"",""
